0.0993931,0.211989,0.0722562,-1.52669,-0.0156953,1.40197,0.17266
0.102071,0.218204,0.0735068,-1.52416,-0.01643,1.39832,0.176645
0.104771,0.224493,0.0747349,-1.52154,-0.0171814,1.3947,0.18063
0.107493,0.230856,0.0759395,-1.51882,-0.0179481,1.39109,0.184615
0.110235,0.237291,0.07712,-1.51601,-0.0187305,1.38751,0.188596
0.112997,0.243797,0.0782757,-1.51311,-0.0195273,1.38395,0.192574
0.115779,0.250373,0.0794059,-1.51011,-0.0203387,1.38042,0.196544
0.118578,0.257016,0.08051,-1.50701,-0.0211634,1.37692,0.200508
0.121395,0.263727,0.0815875,-1.50382,-0.0220014,1.37345,0.204461
0.124229,0.270503,0.0826379,-1.50053,-0.0228515,1.37001,0.208405
0.127078,0.277343,0.0836607,-1.49714,-0.0237136,1.36661,0.212335
0.129942,0.284246,0.0846556,-1.49366,-0.0245866,1.36324,0.216252
0.13282,0.29121,0.0856222,-1.49007,-0.0254702,1.35992,0.220153
0.135711,0.298234,0.0865601,-1.48639,-0.0263632,1.35663,0.224038
0.138614,0.305316,0.0874692,-1.4826,-0.0272654,1.35339,0.227904
0.141529,0.312455,0.0883492,-1.47871,-0.0281755,1.35019,0.23175
0.144454,0.319649,0.0892001,-1.47472,-0.0290934,1.34704,0.235576
0.147388,0.326896,0.0900216,-1.47063,-0.0300177,1.34394,0.239379
0.150331,0.334196,0.0908137,-1.46644,-0.0309481,1.34088,0.243158
0.153282,0.341547,0.0915765,-1.46215,-0.0318835,1.33788,0.246913
0.156239,0.348946,0.0923099,-1.45775,-0.0328234,1.33494,0.250641
0.159202,0.356393,0.0930141,-1.45325,-0.0337667,1.33205,0.254342
0.16217,0.363886,0.0936892,-1.44865,-0.0347131,1.32921,0.258015
0.165141,0.371423,0.0943353,-1.44395,-0.0356612,1.32644,0.261658
0.168115,0.379003,0.0949527,-1.43914,-0.0366109,1.32372,0.26527
0.171091,0.386623,0.0955416,-1.43423,-0.0375608,1.32106,0.268851
0.174068,0.394284,0.0961024,-1.42922,-0.0385108,1.31847,0.272399
0.177045,0.401982,0.0966352,-1.42411,-0.0394595,1.31594,0.275915
0.180021,0.409717,0.0971406,-1.41889,-0.0404067,1.31348,0.279395
0.182996,0.417486,0.0976188,-1.41358,-0.0413513,1.31108,0.28284
0.185967,0.425288,0.0980704,-1.40816,-0.042293,1.30875,0.286249
0.188935,0.433122,0.0984957,-1.40264,-0.0432307,1.30649,0.289622
0.191898,0.440986,0.0988954,-1.39703,-0.0441641,1.3043,0.292956
0.194855,0.448878,0.0992697,-1.39131,-0.0450923,1.30218,0.296253
0.197806,0.456797,0.0996194,-1.38549,-0.0460148,1.30013,0.29951
0.20075,0.464741,0.0999449,-1.37958,-0.046931,1.29815,0.302729
0.203686,0.472709,0.100247,-1.37356,-0.0478403,1.29625,0.305907
0.206612,0.480698,0.100526,-1.36746,-0.0487421,1.29442,0.309046
0.209529,0.488709,0.100783,-1.36125,-0.049636,1.29266,0.312142
0.212435,0.496738,0.101017,-1.35495,-0.0505214,1.29098,0.315198
0.21533,0.504784,0.101231,-1.34855,-0.0513979,1.28938,0.318212
0.218212,0.512846,0.101424,-1.34206,-0.0522649,1.28785,0.321184
0.221082,0.520923,0.101598,-1.33548,-0.0531221,1.28641,0.324113
0.223937,0.529012,0.101752,-1.32881,-0.0539691,1.28503,0.327
0.226778,0.537113,0.101888,-1.32204,-0.0548056,1.28374,0.329844
0.229604,0.545223,0.102006,-1.31519,-0.055631,1.28253,0.332645
0.232415,0.553342,0.102106,-1.30825,-0.0564452,1.28139,0.335402
0.235208,0.561467,0.10219,-1.30122,-0.0572479,1.28033,0.338117
0.237985,0.569598,0.102259,-1.29411,-0.0580387,1.27936,0.340787
0.240743,0.577732,0.102312,-1.28691,-0.0588175,1.27846,0.343415
0.243483,0.585869,0.10235,-1.27962,-0.059584,1.27764,0.345998
0.246205,0.594005,0.102374,-1.27226,-0.0603379,1.2769,0.348538
0.248906,0.602142,0.102386,-1.26482,-0.0610793,1.27624,0.351034
0.251588,0.610276,0.102384,-1.25729,-0.0618078,1.27566,0.353487
0.254249,0.618407,0.102371,-1.24969,-0.0625234,1.27516,0.355896
0.256889,0.626532,0.102346,-1.24202,-0.0632259,1.27473,0.358263
0.259507,0.63465,0.10231,-1.23427,-0.0639154,1.27439,0.360585
0.262103,0.642761,0.102264,-1.22645,-0.0645916,1.27412,0.362865
0.264677,0.650862,0.102209,-1.21856,-0.0652546,1.27394,0.365101
0.267227,0.658951,0.102144,-1.2106,-0.0659044,1.27383,0.367295
0.269755,0.667028,0.102071,-1.20258,-0.0665408,1.2738,0.369446
0.272258,0.675091,0.10199,-1.19449,-0.067164,1.27385,0.371555
0.274738,0.683139,0.101901,-1.18633,-0.067774,1.27397,0.373621
0.277193,0.691168,0.101805,-1.17812,-0.0683707,1.27417,0.375645
0.279623,0.69918,0.101703,-1.16985,-0.0689544,1.27444,0.377628
0.282028,0.707171,0.101595,-1.16153,-0.0695249,1.27479,0.37957
0.284408,0.715141,0.101482,-1.15315,-0.0700824,1.27522,0.38147
0.286762,0.723087,0.101363,-1.14472,-0.070627,1.27571,0.383329
0.28909,0.731008,0.10124,-1.13624,-0.0711587,1.27628,0.385148
0.291392,0.738902,0.101113,-1.12771,-0.0716778,1.27692,0.386927
0.293667,0.746769,0.100982,-1.11914,-0.0721842,1.27763,0.388665
0.295916,0.754605,0.100847,-1.11053,-0.0726782,1.27841,0.390365
0.298137,0.762411,0.10071,-1.10189,-0.0731599,1.27926,0.392024
0.300331,0.770183,0.100569,-1.0932,-0.0736294,1.28017,0.393646
0.302498,0.77792,0.100427,-1.08449,-0.0740869,1.28116,0.395228
0.304637,0.78562,0.100282,-1.07574,-0.0745325,1.2822,0.396773
0.306748,0.793283,0.100136,-1.06697,-0.0749663,1.28331,0.398279
0.308831,0.800904,0.0999886,-1.05818,-0.0753887,1.28448,0.399749
0.310886,0.808484,0.0998402,-1.04937,-0.0757996,1.28572,0.401181
0.312912,0.816019,0.0996907,-1.04054,-0.0761994,1.28701,0.402577
0.31491,0.823509,0.099541,-1.03169,-0.0765881,1.28836,0.403936
0.316879,0.83095,0.0993908,-1.02284,-0.076966,1.28977,0.40526
0.318819,0.838342,0.0992409,-1.01399,-0.0773332,1.29123,0.406547
0.32073,0.845681,0.0990909,-1.00513,-0.07769,1.29274,0.407801
0.322612,0.852966,0.0989416,-0.996272,-0.0780364,1.29431,0.409019
0.324464,0.860194,0.0987927,-0.987424,-0.0783727,1.29592,0.410203
0.326286,0.867364,0.0986449,-0.978586,-0.0786991,1.29758,0.411353
0.328079,0.874472,0.0984979,-0.969764,-0.0790157,1.29928,0.41247
0.329841,0.881517,0.0983523,-0.960961,-0.0793228,1.30103,0.413554
0.331573,0.888496,0.0982078,-0.952184,-0.0796205,1.30282,0.414605
0.333275,0.895407,0.0980651,-0.943436,-0.0799089,1.30465,0.415624
0.334947,0.902246,0.0979239,-0.934723,-0.0801884,1.30651,0.416612
0.336587,0.909012,0.0977847,-0.926048,-0.080459,1.30841,0.417567
0.338196,0.9157,0.0976472,-0.91742,-0.0807209,1.31033,0.418493
0.339775,0.92231,0.097512,-0.908842,-0.0809743,1.31229,0.419387
0.341321,0.928836,0.0973788,-0.900321,-0.0812194,1.31427,0.420252
0.342837,0.935278,0.097248,-0.891861,-0.0814563,1.31628,0.421087
0.34432,0.94163,0.0971195,-0.883471,-0.0816852,1.3183,0.421893
0.345771,0.947891,0.0969937,-0.875155,-0.0819062,1.32034,0.422669
0.347189,0.954056,0.0968702,-0.86692,-0.0821196,1.3224,0.423418
0.348575,0.960124,0.0967496,-0.858773,-0.0823254,1.32446,0.424139
0.349928,0.966088,0.0966315,-0.850721,-0.0825238,1.32653,0.424833
0.351248,0.971947,0.0965165,-0.842771,-0.0827149,1.32861,0.425499
0.352534,0.977696,0.0964041,-0.83493,-0.082899,1.33069,0.426139
0.353786,0.983332,0.0962949,-0.827205,-0.0830761,1.33276,0.426752
0.355004,0.98885,0.0961885,-0.819606,-0.0832463,1.33483,0.427341
0.356187,0.994247,0.0960854,-0.812138,-0.0834098,1.33688,0.427903
0.357336,0.999519,0.0959852,-0.804811,-0.0835668,1.33892,0.428442
0.358449,1.00466,0.0958884,-0.797632,-0.0837172,1.34094,0.428955
0.359526,1.00967,0.0957945,-0.790612,-0.0838612,1.34294,0.429445
0.360567,1.01454,0.0957042,-0.783756,-0.083999,1.34492,0.429911
0.361572,1.01926,0.095617,-0.777076,-0.0841306,1.34685,0.430355
0.362539,1.02384,0.0955333,-0.770579,-0.0842561,1.34876,0.430776
0.36347,1.02826,0.0954528,-0.764276,-0.0843757,1.35062,0.431175
0.364362,1.03253,0.095376,-0.758174,-0.0844893,1.35245,0.431551
0.365216,1.03663,0.0953024,-0.752284,-0.0845972,1.35422,0.431907
0.366031,1.04057,0.0952325,-0.746614,-0.0846992,1.35594,0.432242
0.366806,1.04434,0.095166,-0.741176,-0.0847956,1.3576,0.432557
0.367542,1.04793,0.0951032,-0.735977,-0.0848863,1.35919,0.43285
0.368238,1.05133,0.0950436,-0.731028,-0.0849717,1.36072,0.433126
0.368892,1.05455,0.0949881,-0.726337,-0.0850513,1.36219,0.43338
0.369505,1.05758,0.0949359,-0.721916,-0.0851257,1.36357,0.433617
0.370076,1.06041,0.0948878,-0.717771,-0.0851943,1.36488,0.433834
0.370605,1.06304,0.094843,-0.713915,-0.0852578,1.36609,0.434034
0.37109,1.06546,0.0948026,-0.710353,-0.0853156,1.36723,0.434215
0.371532,1.06767,0.0947654,-0.707096,-0.0853683,1.36826,0.434378
0.371929,1.06967,0.0947326,-0.704152,-0.0854153,1.36921,0.434523
0.372281,1.07144,0.0947032,-0.701529,-0.0854572,1.37005,0.434652
0.372589,1.07299,0.0946783,-0.699234,-0.0854934,1.37079,0.434762
0.37285,1.07431,0.0946568,-0.697277,-0.0855246,1.37142,0.434856
0.373065,1.0754,0.0946398,-0.695662,-0.0855501,1.37195,0.434933
0.373233,1.07625,0.0946264,-0.694397,-0.0855704,1.37236,0.434993
0.373353,1.07686,0.0946175,-0.693486,-0.085585,1.37266,0.435035
0.373426,1.07723,0.0946123,-0.692937,-0.0855945,1.37284,0.435061
