0.689263,0.289259,0.410715
0.690162,0.290159,0.409818
0.691026,0.291023,0.408955
0.691854,0.291852,0.408129
0.692647,0.292644,0.407338
0.693402,0.2934,0.406584
0.694121,0.294119,0.405866
0.694803,0.294801,0.405186
0.695446,0.295445,0.404543
0.696052,0.296051,0.403939
0.696618,0.296618,0.403374
0.697146,0.297145,0.402847
0.697634,0.297633,0.40236
0.698081,0.298081,0.401913
0.698489,0.298489,0.401507
0.698855,0.298855,0.401141
0.69918,0.29918,0.400817
0.699463,0.299464,0.400534
0.699704,0.299704,0.400294
0.699902,0.299902,0.400096
0.700056,0.300057,0.399942
